n_number,serial_number,mfr_mdl_code,mfr,model,model_family,is_production_model,year_mfr,type_registrant,state,region,country,last_action_date,cert_issue_date,airworth_date,type_aircraft,type_engine,status_code,fract_owner
115ML,3564,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,7,TX,2,US,20230718,20190209,20091110,4,1,V,
115MM,4997,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2021,7,CA,4,US,20230505,20210406,20210122,4,1,V,
115SP,4385,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2016,5,MN,C,US,20231007,20170224,20160907,4,1,V,
116AC,9346,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,CA,4,US,20230921,20230921,20230720,4,1,V,
116DE,1934,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,FL,7,US,20230310,20200815,20190611,4,1,V,
116KW,0732,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,7,DE,1,US,20240318,20170201,20160302,4,1,V,
116PB,0116,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2019,7,NJ,1,US,20251113,20251113,20190503,4,5,V,
116PS,0472,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2023,7,AZ,4,US,20230829,20230829,20230713,4,5,V,
117AK,0100,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2011,7,WI,C,US,20230707,20220111,20110228,4,1,V,
117BK,4999,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2021,7,FL,7,US,20260309,20240116,20210121,4,1,V,
117CK,9480,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,7,WY,S,US,20260518,20231125,,4,1,V,
117ES,8531,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,IL,C,US,20250418,20250418,20220222,4,1,V,
117FD,9081,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2023,1,FL,7,US,20230626,20230626,20230215,4,1,V,
117G,3464,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,7,NM,2,US,20230428,20210318,20090710,4,1,V,
117HC,10640,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,FL,7,US,20250610,20250610,20250514,4,1,V,
117KC,4536,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2017,7,NY,1,US,20230519,20230115,20171010,4,1,V,
117KD,1072,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2000,3,FL,7,US,20230421,20210216,20000929,4,1,V,
117LF,2148,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2012,7,OH,C,US,20260812,20260812,20120426,4,1,V,
117M,9249,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2023,7,DE,1,US,20230817,20230816,20230522,4,1,V,
117ME,9221,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,3,DE,1,US,20240611,20230526,20230518,4,1,V,
117R,2321,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,DE,1,US,20230701,20211201,20210506,4,1,V,
117SM,9072,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2023,7,NC,1,US,20250516,20250516,20230201,4,1,V,
118AL,1476,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,7,MI,C,US,20241018,20241018,20170105,4,1,V,
118AR,3772,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2011,3,FL,7,US,20230816,20230816,20110711,4,1,V,
118CH,4097,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2014,1,AZ,4,US,20230707,20190107,20140611,4,1,V,
118EB,1990,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,KY,3,US,20240426,20240426,20190919,4,1,V,
118EV,1272,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2016,7,CO,S,US,20230804,20160502,20160308,4,1,V,
118GC,1912,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,3,ID,S,US,20231020,20060515,20060421,4,1,V,
118GS,0884,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,1,SC,7,US,20260722,20260722,20040413,4,1,V,
118HH,4427,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2016,7,VT,E,US,20230930,20170105,20161209,4,1,V,
118MX,0723,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2014,7,,8,DE,20230922,20221208,20140225,4,1,V,
118PG,2905,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,3,OK,2,US,20230825,20130826,20080107,4,1,V,
118WH,4914,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2020,7,NH,E,US,20230922,20221220,20200526,4,1,V,
1199Z,0404,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2012,7,PA,1,US,20231012,20231012,20121101,4,1,V,
119AL,3896,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,3,,8,GB,20240611,20200605,20121114,4,1,V,
119AN,2547,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2020,7,VA,1,US,20260112,20260112,20200310,4,1,V,
119BK,1853,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,3,DE,1,US,20260429,20260429,20190116,4,1,V,
119G,9191,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,DE,1,US,20240918,20240918,20230419,4,1,V,
119LK,4366,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2016,7,MN,C,US,20230825,20160817,20160621,4,1,V,
119MK,2084,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2011,7,FL,7,US,20250121,20250121,20110523,4,1,V,
119PT,9398,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,IN,C,US,20231103,20231103,20230819,4,1,V,
119RP,2457,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2018,7,CA,4,US,20230818,20220730,20180827,4,1,V,
119WJ,3978,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,MO,3,US,20240530,20240530,20130813,4,1,V,
119WZ,0414,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,7,IA,3,US,20230707,20130111,20021209,4,1,V,
11AL,0398,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2022,7,MO,3,US,20260604,20260604,20221031,4,5,V,
11CT,4960,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2020,7,CA,4,US,20230414,20210121,20201102,4,1,V,
11DF,10337,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,7,PA,1,US,20250102,20250102,20241124,4,1,V,
11ES,9177,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,MI,C,US,20230712,20230616,20230411,4,1,V,
11JF,10554,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,WA,S,US,20250403,20250403,20250315,4,1,V,
11KM,9436,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,1,TX,2,US,20240306,20231028,20230915,4,1,V,
11MR,9859,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,FL,7,US,20250728,20250728,20240324,4,1,V,
11MU,1831,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,1,AZ,4,US,20250401,20250401,20181212,4,1,V,
11MZ,0108,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2001,3,FL,7,US,20250820,20250417,20011022,4,1,V,
11NR,2464,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,AZ,4,US,20250712,20250712,20211206,4,1,V,
11PN,1445,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2016,4,IL,C,US,20230405,20230405,20160920,4,1,V,
11PR,2307,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,CA,4,US,20260112,20260112,20061228,4,1,V,
11PS,10497,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,7,MN,C,US,20250707,20250707,20250214,4,1,V,
11SD,4957,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2020,5,TX,2,US,20240307,20210125,20201027,4,1,V,
11SM,9573,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,1,WA,S,US,20250608,20240104,20231129,4,1,V,
11SU,2359,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2017,5,UT,S,US,20231013,20200303,20170622,4,1,V,
11TT,0703,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,,7,FL,7,US,20251231,20251231,,4,5,V,
11W,0262,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,7,FL,7,US,20250116,20141007,20020710,4,1,V,
11WK,0856,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2014,1,CA,4,US,20230215,20230215,20140821,4,1,V,
11WZ,8640,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2022,7,WY,S,US,20231207,20230328,20220514,4,1,V,
11XT,1103,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2000,1,MD,1,US,20230825,20160830,20001222,4,1,V,
1201M,8510,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,3,UT,S,US,20230930,20230111,20220209,4,1,V,
1206D,2211,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,3,MS,2,US,20230421,20210218,20201203,4,1,V,
1207C,0455,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,3,MD,1,US,20230526,20031016,20030319,4,1,V,
120A,10297,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,TX,2,US,20260121,20260121,20241101,4,1,V,
120AC,10575,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,WY,S,US,20250609,20250609,20250326,4,1,V,
120JF,1981,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,OR,S,US,20230131,20200102,20190913,4,1,V,
120MT,0785,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,,7,UT,S,US,20260716,20260716,,4,5,V,
120MX,2281,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2015,3,WY,S,US,20260205,20260205,20150309,4,1,V,
120TK,2156,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2012,3,NC,1,US,20230603,20120802,20120720,4,1,V,
120TN,10067,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,FL,7,US,20241019,20241019,20240721,4,1,V,
120WP,1630,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,4,NJ,1,US,20230505,20210408,20051004,4,1,V,
1213V,8981,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2022,7,AR,2,US,20230321,20230321,20221211,4,1,V,
1215C,9776,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,OH,C,US,20240311,20240311,20240218,4,1,V,
1216N,0549,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,3,KS,3,US,20230122,20200325,20030511,4,1,V,
1218M,10774,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,CA,4,US,20250821,20250821,20250712,4,1,V,
1218P,1677,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2006,7,ND,C,US,20250805,20250805,20060615,4,1,V,
1219S,1219,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2015,3,DE,1,US,20230717,20230717,20151218,4,1,V,
121AB,10279,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,NY,1,US,20241209,20241209,20241029,4,1,V,
121AC,1812,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,4,TX,2,US,20241209,20241209,20181022,4,1,V,
121BR,1697,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,4,CO,S,US,20230930,20230111,20051128,4,1,V,
121CD,9888,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,GA,7,US,20250122,20240729,20240420,4,1,V,
121DA,2383,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,MO,3,US,20230701,20211217,20210826,4,1,V,
121EP,2812,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,7,WY,S,US,20260518,20220215,20071114,4,1,V,
121GA,1443,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,1,IL,C,US,20230512,20150508,20050519,4,1,V,
121HC,0277,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,3,DE,1,US,20250827,20250827,20020723,4,1,V,
121HT,0794,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,3,WY,S,US,20260205,20260205,20040106,4,1,V,
121JB,2484,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,7,,,,20250823,20250823,20211227,4,1,V,
121KP,8955,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,3,ID,S,US,20230313,20230313,20221127,4,1,V,
121LW,0362,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,7,AR,2,US,20240710,20240710,,4,1,V,
121PC,10932,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,3,TX,2,US,20251109,20251109,20250914,4,1,V,
121PW,10747,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,CT,E,US,20251112,20250724,20250619,4,1,V,
121RB,5079,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2021,7,OH,C,US,20250820,20250820,20210914,4,1,V,
121RT,0323,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2021,7,TN,3,US,20240226,20220708,20211211,4,5,V,
121TX,0157,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2019,7,TX,2,US,20230814,20191210,20191030,4,5,V,
121YZ,1948,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,MN,C,US,20250909,20230215,20060509,4,1,V,
1220K,1840,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,GA,7,US,20230324,20201027,20060302,4,1,V,
1221Z,5106,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2021,3,,,,20250421,20250421,20211119,4,1,V,
1223A,2922,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,NV,4,US,20250225,20250225,20080125,4,1,V,
1224N,10308,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,7,PA,1,US,20241126,20241126,20241103,4,1,V,
1225P,2257,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,,,,20230307,20230307,20061127,4,1,V,
1227W,1522,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2017,1,CA,4,US,20240228,20240228,20170411,4,1,V,
122AJ,1547,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,CA,4,US,20230505,20180417,20050803,4,1,V,
122AR,4838,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2019,7,TX,2,US,20230915,20191122,20191017,4,1,V,
122AS,3391,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,3,FL,7,US,20231128,20090610,20090226,4,1,V,
122BM,4459,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2017,7,CA,4,US,20250702,20250702,20170316,4,1,V,
122CD,10860,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,NY,1,US,20250925,20250925,20250817,4,1,V,
122CG,0098,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2001,7,SC,7,US,20250327,20250327,20011008,4,1,V,
122CL,2108,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,CO,S,US,20230818,20160715,20061118,4,1,V,
122CV,0450,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,1,TN,3,US,20230527,20200617,20030318,4,1,V,
122D,0762,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2026,7,MT,S,US,20260629,20260429,20260422,4,5,V,
122DR,1824,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,3,DE,1,US,20230519,20210610,20181127,4,1,V,
122DZ,1465,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2004,1,IA,3,US,20251210,20200903,20040928,4,1,V,
122EC,10267,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,ID,S,US,20241130,20241130,20241013,4,1,V,
122EP,4138,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2014,7,LA,2,US,20230915,20191118,20141022,4,1,V,
122ES,4188,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2015,4,GA,7,US,20241127,20241121,20150331,4,1,V,
122FA,1452,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2004,7,NH,E,US,20230710,20230710,20040818,4,1,V,
122G,0009,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2001,1,AZ,4,US,20230310,20010612,20160928,4,1,V,
122GH,0175,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,1,UT,S,US,20231209,20231209,20020321,4,1,V,
122HB,1762,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,1,AZ,4,US,20250326,20230831,20060109,4,1,V,
122HD,4921,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2020,7,CA,4,US,20230310,20200822,20200625,4,1,V,
122JK,0473,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2013,7,MT,S,US,20240801,20240801,20130318,4,1,V,
122JR,9060,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,1,NH,E,US,20230427,20230427,20230205,4,1,V,
122KM,0036,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2001,3,CA,4,US,20230526,20180717,20010612,4,1,V,
122MB,8607,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,3,CA,4,US,20230915,20221119,20220428,4,1,V,
122MG,1250,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,DE,1,US,20250428,20250428,20050104,4,1,V,
122MT,1856,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,7,OH,C,US,20250929,20250929,20190123,4,1,V,
122MX,2347,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2017,7,WV,1,US,20260217,20260217,20240612,4,1,V,
122PB,2797,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2007,3,UT,S,US,20240214,20240214,20071108,4,1,V,
122RS,3241,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2008,7,AZ,4,US,20230720,20230720,20080828,4,1,V,
122SM,1658,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,7,DE,1,US,20230512,20180530,20180103,4,1,V,
122SP,11005,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,TX,2,US,20251209,20251209,20251018,4,1,V,
122SZ,1834,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,4,WY,S,US,20260316,20260316,20181218,4,1,V,
122VA,0163,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2011,1,LA,2,US,20230825,20190815,20110819,4,1,V,
122VS,4155,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2014,7,FL,7,US,20240115,20240115,20141219,4,1,V,
122ZM,1760,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2018,7,IL,C,US,20230610,20180928,20180726,4,1,V,
122ZT,4882,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2020,3,DE,1,US,20231007,20200211,20200206,4,1,V,
1231B,2166,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,4,MN,C,US,20260720,20260720,20200910,4,1,V,
123AN,1379,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2003,3,WY,S,US,20260205,20260205,20031119,4,1,V,
123BM,3513,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2009,7,CT,E,US,20251104,20251104,20090929,4,1,V,
123CG,1317,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2003,7,WI,C,US,20240823,20240823,20030424,4,1,V,
123DH,2064,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,IA,3,US,20260215,20260215,20200130,4,1,V,
123DV,1313,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,NV,4,US,20260127,20260127,20240613,4,1,V,
123ET,9990,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2024,8,DE,1,US,20250724,20250724,20240602,4,1,V,
123FU,0385,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2012,7,AZ,4,US,20230616,20121023,20121002,4,1,V,
123HB,0510,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2003,7,WY,S,US,20260521,20210528,20030408,4,1,V,
123KE,9613,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,1,FL,7,US,20240118,20240118,20231212,4,1,V,
123PC,2110,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,,,,20240717,20230926,20200519,4,1,V,
123VG,0383,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,7,AR,2,US,20230407,20230407,20190808,4,1,V,
123VP,1914,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,3,WY,S,US,20260204,20260204,20190507,4,1,V,
123X,10327,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,WA,S,US,20250127,20250127,20241107,4,1,V,
123XA,10787,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2025,7,AZ,4,US,20251223,20250821,20250718,4,1,V,
123XC,0345,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2002,7,IL,C,US,20230721,20061207,20021008,4,1,V,
123ZM,2348,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2017,7,WA,S,US,20230308,20230308,20170316,4,1,V,
1244C,1953,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2019,1,DE,1,US,20230427,20230427,20190718,4,1,V,
1249C,1268,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2003,7,WI,C,US,20230922,20050311,20030113,4,1,V,
124CB,1415,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2016,1,CA,4,US,20230909,20191023,20160810,4,1,V,
124CR,2003,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,,3,DE,1,US,20230610,20120907,,4,1,V,
124EC,1995,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,LA,2,US,20231018,20060629,20060605,4,1,V,
124FB,8891,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2022,7,FL,7,US,20251212,20251212,20221019,4,1,V,
124JF,1251,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,7,,,,20251120,20251120,20050105,4,1,V,
124JM,9865,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,4,TX,2,US,20260530,20260530,20240324,4,1,V,
124JW,10791,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,7,TN,3,US,20250822,20250822,20250718,4,1,V,
124KG,0352,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2022,7,FL,7,US,20240611,20220809,20220428,4,5,V,
124KW,1566,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2005,3,DE,1,US,20230610,20180926,20050818,4,1,V,
124LZ,1125,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2015,3,CA,4,US,20230701,20211228,20150921,4,1,V,
124MB,10310,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,7,CT,E,US,20250108,20250108,20241105,4,1,V,
124MW,0256,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2021,1,TX,2,US,20240412,20240412,20210324,4,5,V,
124PK,10169,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,7,AL,7,US,20251030,20251030,20240830,4,1,V,
124RK,0989,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2015,7,AZ,4,US,20250316,20180823,20150225,4,1,V,
124RR,2745,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2021,7,FL,7,US,20240313,20240313,20210817,4,1,V,
124SF,4621,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2018,8,TN,3,US,20240131,20221015,20180326,4,1,V,
124SP,9554,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2023,5,MN,C,US,20240110,20240110,20231127,4,1,V,
124TB,10556,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2025,7,MI,C,US,20250509,20250509,20250317,4,1,V,
124TS,0205,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2020,7,CO,S,US,20230310,20200810,20200608,4,5,V,
124VB,3762,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2011,7,CA,4,US,20230515,20220909,20110620,4,1,V,
124VL,2224,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2013,1,VA,1,US,20240319,20240318,20130313,4,1,V,
1256,1205,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,1,OK,2,US,20260402,20260402,20041202,4,1,V,
125BR,1221,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,7,FL,7,US,20230407,20201229,20041215,4,1,V,
125CA,9922,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2024,7,LA,2,US,20251226,20251226,20240614,4,1,V,
125FD,9082,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2023,7,LA,2,US,20250403,20250403,20230223,4,1,V,
125LC,0100,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,,7,GA,7,US,20230915,20221117,20011009,4,1,V,
125ME,0688,2130010,CIRRUS DESIGN CORP,SF50,Vision Jet,1,2025,7,WY,S,US,20250923,20250923,20250829,4,5,V,
125RL,2335,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2021,3,DE,1,US,20251201,20210610,20210527,4,1,V,
125SF,1593,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2005,1,MA,E,US,20230902,20160915,20051212,4,1,V,
125TG,11747,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,8,MN,C,US,20260724,,,4,1,M,
125V,9198,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2023,7,OK,2,US,20230626,20230626,20230420,4,1,V,
1265C,1291,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2003,3,IL,C,US,20230707,20190115,20030216,4,1,V,
1268C,1283,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2003,1,RI,E,US,20230818,20220709,20030211,4,1,V,
12690,11464,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,8,MN,C,US,20260305,,,4,1,M,
126AB,1036,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2004,3,NY,1,US,20231007,20070206,20040805,4,1,V,
126CD,10672,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2025,8,MN,C,US,20251211,20251211,20250528,4,1,V,
126GE,1796,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2006,7,NY,1,US,20251002,20251002,20060201,4,1,V,
126MX,0119,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,,1,CA,4,US,20260702,20260702,20110413,4,1,V,
12747,4680,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2018,7,FL,7,US,20230322,20230322,20180820,4,1,V,
127BM,9543,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2023,7,UT,S,US,20240208,20240208,20231105,4,1,V,
127CA,9815,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2024,8,MN,C,US,20250204,20241001,20240229,4,1,V,
127CD,1027,2130000,CIRRUS DESIGN CORP,SR20,SR Series,1,2000,7,,,,20260417,20260312,20000331,4,1,V,
127DC,3802,2130001,CIRRUS DESIGN CORP,SR22,SR Series,1,2011,7,TN,3,US,20230401,20111109,20111017,4,1,V,
127DF,2096,2130004,CIRRUS DESIGN CORP,SR22T,SR Series,1,2020,7,TX,2,US,20240726,20240701,20200325,4,1,V,
